protein1,protein2,combined_score
9606.ENSP00000267884,9606.ENSP00000379888,1
9606.ENSP00000337053,9606.ENSP00000320508,1
9606.ENSP00000419184,9606.ENSP00000313983,1
9606.ENSP00000359740,9606.ENSP00000375733,1
9606.ENSP00000489236,9606.ENSP00000269576,1
9606.ENSP00000386212,9606.ENSP00000356641,1
9606.ENSP00000346015,9606.ENSP00000266529,1
9606.ENSP00000225665,9606.ENSP00000356953,1
9606.ENSP00000350698,9606.ENSP00000367029,1
9606.ENSP00000363559,9606.ENSP00000436049,1
9606.ENSP00000362153,9606.ENSP00000396673,1
9606.ENSP00000369757,9606.ENSP00000311135,1
9606.ENSP00000319664,9606.ENSP00000356652,1
9606.ENSP00000320147,9606.ENSP00000485022,1
9606.ENSP00000307567,9606.ENSP00000263629,1
9606.ENSP00000261994,9606.ENSP00000340900,1
9606.ENSP00000415743,9606.ENSP00000262407,1
9606.ENSP00000495273,9606.ENSP00000300151,1
9606.ENSP00000263341,9606.ENSP00000312652,1
9606.ENSP00000053468,9606.ENSP00000368793,1
9606.ENSP00000254616,9606.ENSP00000257245,1
9606.ENSP00000331879,9606.ENSP00000302801,1
9606.ENSP00000366135,9606.ENSP00000281701,1
9606.ENSP00000268138,9606.ENSP00000366135,1
9606.ENSP00000255390,9606.ENSP00000425759,1
9606.ENSP00000364585,9606.ENSP00000409279,1
9606.ENSP00000283195,9606.ENSP00000334308,1
9606.ENSP00000330875,9606.ENSP00000367910,1
9606.ENSP00000307697,9606.ENSP00000356150,1
9606.ENSP00000312311,9606.ENSP00000377486,1
9606.ENSP00000285298,9606.ENSP00000368793,1
9606.ENSP00000252809,9606.ENSP00000259874,1
9606.ENSP00000376786,9606.ENSP00000358490,1
9606.ENSP00000424571,9606.ENSP00000267812,1
9606.ENSP00000419449,9606.ENSP00000350512,1
9606.ENSP00000379721,9606.ENSP00000284629,1
9606.ENSP00000416750,9606.ENSP00000308820,1
9606.ENSP00000011653,9606.ENSP00000355759,1
9606.ENSP00000384408,9606.ENSP00000362352,1
9606.ENSP00000257264,9606.ENSP00000274813,1
9606.ENSP00000263925,9606.ENSP00000262843,1
9606.ENSP00000356989,9606.ENSP00000447942,1
9606.ENSP00000297431,9606.ENSP00000255465,1
9606.ENSP00000376943,9606.ENSP00000497102,1
9606.ENSP00000300249,9606.ENSP00000262193,1
9606.ENSP00000339381,9606.ENSP00000274376,1
9606.ENSP00000418082,9606.ENSP00000361010,1
9606.ENSP00000247986,9606.ENSP00000286398,1
9606.ENSP00000293379,9606.ENSP00000384849,1
9606.ENSP00000368793,9606.ENSP00000413436,1
9606.ENSP00000437256,9606.ENSP00000379144,1
9606.ENSP00000375632,9606.ENSP00000364794,1
9606.ENSP00000245539,9606.ENSP00000257570,1
9606.ENSP00000413572,9606.ENSP00000407323,1
9606.ENSP00000498019,9606.ENSP00000496250,1
9606.ENSP00000310335,9606.ENSP00000317955,1
9606.ENSP00000402033,9606.ENSP00000307134,1
9606.ENSP00000243347,9606.ENSP00000361405,1
9606.ENSP00000263593,9606.ENSP00000377257,1
9606.ENSP00000267812,9606.ENSP00000268482,1
9606.ENSP00000253247,9606.ENSP00000499044,1
9606.ENSP00000263383,9606.ENSP00000442478,1
9606.ENSP00000397441,9606.ENSP00000355629,1
9606.ENSP00000349142,9606.ENSP00000478766,1
9606.ENSP00000353259,9606.ENSP00000482801,1
9606.ENSP00000254630,9606.ENSP00000320309,1
9606.ENSP00000300086,9606.ENSP00000262315,1
9606.ENSP00000265295,9606.ENSP00000040738,1
9606.ENSP00000229402,9606.ENSP00000312002,1
9606.ENSP00000287936,9606.ENSP00000344223,1
9606.ENSP00000348984,9606.ENSP00000418563,1
9606.ENSP00000263339,9606.ENSP00000284240,1
9606.ENSP00000261647,9606.ENSP00000470539,1
9606.ENSP00000447300,9606.ENSP00000317902,1
9606.ENSP00000346001,9606.ENSP00000296543,1
9606.ENSP00000223095,9606.ENSP00000366307,1
9606.ENSP00000354791,9606.ENSP00000360252,1
9606.ENSP00000370808,9606.ENSP00000369757,1
9606.ENSP00000300850,9606.ENSP00000385610,1
9606.ENSP00000470972,9606.ENSP00000342374,1
9606.ENSP00000401980,9606.ENSP00000425107,1
9606.ENSP00000292478,9606.ENSP00000355206,1
9606.ENSP00000286788,9606.ENSP00000353741,1
9606.ENSP00000380432,9606.ENSP00000425587,1
9606.ENSP00000342109,9606.ENSP00000255030,1
9606.ENSP00000494061,9606.ENSP00000311364,1
9606.ENSP00000419740,9606.ENSP00000225430,1
9606.ENSP00000358423,9606.ENSP00000363162,1
9606.ENSP00000262887,9606.ENSP00000285398,1
9606.ENSP00000365473,9606.ENSP00000236709,1
9606.ENSP00000268766,9606.ENSP00000372857,1
9606.ENSP00000081029,9606.ENSP00000295491,1
9606.ENSP00000496241,9606.ENSP00000346809,1
9606.ENSP00000343741,9606.ENSP00000276603,1
9606.ENSP00000403465,9606.ENSP00000265602,1
9606.ENSP00000460348,9606.ENSP00000296702,1
9606.ENSP00000254868,9606.ENSP00000417498,1
9606.ENSP00000366800,9606.ENSP00000329558,1
9606.ENSP00000368459,9606.ENSP00000485586,1
9606.ENSP00000300527,9606.ENSP00000280258,1
9606.ENSP00000331044,9606.ENSP00000366402,1
9606.ENSP00000431822,9606.ENSP00000483688,1
9606.ENSP00000265038,9606.ENSP00000361845,1
9606.ENSP00000229238,9606.ENSP00000378588,1
9606.ENSP00000337688,9606.ENSP00000424870,1
9606.ENSP00000288937,9606.ENSP00000418008,1
9606.ENSP00000483254,9606.ENSP00000297591,1
9606.ENSP00000489236,9606.ENSP00000300651,1
9606.ENSP00000361027,9606.ENSP00000248114,1
9606.ENSP00000498074,9606.ENSP00000267584,1
9606.ENSP00000483254,9606.ENSP00000300413,1
9606.ENSP00000384763,9606.ENSP00000264399,1
9606.ENSP00000378517,9606.ENSP00000363081,1
9606.ENSP00000436926,9606.ENSP00000452877,1
9606.ENSP00000326652,9606.ENSP00000361852,1
9606.ENSP00000322396,9606.ENSP00000337443,1
9606.ENSP00000280326,9606.ENSP00000264255,1
9606.ENSP00000356319,9606.ENSP00000412292,1
9606.ENSP00000343479,9606.ENSP00000354621,1
9606.ENSP00000383178,9606.ENSP00000321656,1
9606.ENSP00000212015,9606.ENSP00000298139,1
9606.ENSP00000364037,9606.ENSP00000339795,1
9606.ENSP00000311399,9606.ENSP00000241453,1
9606.ENSP00000393241,9606.ENSP00000489236,1
9606.ENSP00000419370,9606.ENSP00000244571,1
9606.ENSP00000320866,9606.ENSP00000185150,1
9606.ENSP00000305941,9606.ENSP00000371472,1
9606.ENSP00000285928,9606.ENSP00000367623,1
9606.ENSP00000256996,9606.ENSP00000278980,1
9606.ENSP00000348168,9606.ENSP00000476100,1
9606.ENSP00000498972,9606.ENSP00000303549,1
9606.ENSP00000218388,9606.ENSP00000223095,1
9606.ENSP00000237201,9606.ENSP00000483621,1
9606.ENSP00000352271,9606.ENSP00000472445,1
9606.ENSP00000338039,9606.ENSP00000465500,1
9606.ENSP00000357255,9606.ENSP00000211998,1
9606.ENSP00000348965,9606.ENSP00000341803,1
9606.ENSP00000359042,9606.ENSP00000263377,1
9606.ENSP00000300574,9606.ENSP00000364898,1
9606.ENSP00000216115,9606.ENSP00000448165,1
9606.ENSP00000300151,9606.ENSP00000258955,1
9606.ENSP00000377123,9606.ENSP00000299140,1
9606.ENSP00000238497,9606.ENSP00000354772,1
9606.ENSP00000420714,9606.ENSP00000254630,1
9606.ENSP00000368666,9606.ENSP00000337510,1
9606.ENSP00000244869,9606.ENSP00000469332,1
9606.ENSP00000495273,9606.ENSP00000225969,1
9606.ENSP00000274520,9606.ENSP00000338010,1
9606.ENSP00000315693,9606.ENSP00000360782,1
9606.ENSP00000235310,9606.ENSP00000310842,1
9606.ENSP00000395772,9606.ENSP00000284690,1
9606.ENSP00000304941,9606.ENSP00000419279,1
9606.ENSP00000480090,9606.ENSP00000323926,1
9606.ENSP00000443965,9606.ENSP00000264705,1
9606.ENSP00000296411,9606.ENSP00000225430,1
9606.ENSP00000324124,9606.ENSP00000222567,1
9606.ENSP00000296099,9606.ENSP00000368683,1
9606.ENSP00000371798,9606.ENSP00000172229,1
9606.ENSP00000216037,9606.ENSP00000267953,1
9606.ENSP00000276201,9606.ENSP00000416959,1
9606.ENSP00000483236,9606.ENSP00000370984,1
9606.ENSP00000346001,9606.ENSP00000355315,1
9606.ENSP00000247986,9606.ENSP00000354878,1
9606.ENSP00000219097,9606.ENSP00000297431,1
9606.ENSP00000338788,9606.ENSP00000470972,1
9606.ENSP00000440185,9606.ENSP00000295900,1
9606.ENSP00000360483,9606.ENSP00000268058,1
9606.ENSP00000327786,9606.ENSP00000312774,1
9606.ENSP00000283027,9606.ENSP00000257181,1
9606.ENSP00000256442,9606.ENSP00000378529,1
9606.ENSP00000330074,9606.ENSP00000489236,1
9606.ENSP00000345719,9606.ENSP00000380432,1
9606.ENSP00000360065,9606.ENSP00000312706,1
9606.ENSP00000245816,9606.ENSP00000269143,1
9606.ENSP00000366934,9606.ENSP00000321449,1
9606.ENSP00000308351,9606.ENSP00000301659,1
9606.ENSP00000225728,9606.ENSP00000263205,1
9606.ENSP00000477796,9606.ENSP00000333667,1
9606.ENSP00000299300,9606.ENSP00000317469,1
9606.ENSP00000373404,9606.ENSP00000269143,1
9606.ENSP00000160827,9606.ENSP00000310094,1
9606.ENSP00000345719,9606.ENSP00000353732,1
9606.ENSP00000369497,9606.ENSP00000218348,1
9606.ENSP00000384952,9606.ENSP00000416429,1
9606.ENSP00000493946,9606.ENSP00000243344,1
9606.ENSP00000016171,9606.ENSP00000364649,1
9606.ENSP00000261942,9606.ENSP00000376565,1
9606.ENSP00000469613,9606.ENSP00000224073,1
9606.ENSP00000251636,9606.ENSP00000346120,1
9606.ENSP00000362179,9606.ENSP00000351671,1
9606.ENSP00000378284,9606.ENSP00000339795,1
9606.ENSP00000360141,9606.ENSP00000256969,1
9606.ENSP00000355162,9606.ENSP00000440066,1
9606.ENSP00000259253,9606.ENSP00000410992,1
9606.ENSP00000433138,9606.ENSP00000307786,1
9606.ENSP00000229214,9606.ENSP00000254940,1
9606.ENSP00000240316,9606.ENSP00000324122,1
9606.ENSP00000466775,9606.ENSP00000302476,1
9606.ENSP00000456566,9606.ENSP00000344071,1
9606.ENSP00000257552,9606.ENSP00000265171,1
9606.ENSP00000355206,9606.ENSP00000415078,1
9606.ENSP00000074304,9606.ENSP00000361021,1
9606.ENSP00000295666,9606.ENSP00000369071,1
9606.ENSP00000359787,9606.ENSP00000264995,1
9606.ENSP00000362300,9606.ENSP00000317691,1
9606.ENSP00000293330,9606.ENSP00000301671,1
9606.ENSP00000465759,9606.ENSP00000292524,1
9606.ENSP00000305725,9606.ENSP00000333947,1
9606.ENSP00000334808,9606.ENSP00000343535,1
9606.ENSP00000466259,9606.ENSP00000377446,1
9606.ENSP00000442788,9606.ENSP00000219548,1
9606.ENSP00000419851,9606.ENSP00000479910,1
9606.ENSP00000262102,9606.ENSP00000368538,1
9606.ENSP00000219548,9606.ENSP00000319788,1
9606.ENSP00000348849,9606.ENSP00000481029,1
9606.ENSP00000349594,9606.ENSP00000401371,1
9606.ENSP00000305702,9606.ENSP00000274606,1
9606.ENSP00000492260,9606.ENSP00000494697,1
9606.ENSP00000498215,9606.ENSP00000441543,1
9606.ENSP00000344758,9606.ENSP00000387006,1
9606.ENSP00000256637,9606.ENSP00000337838,1
9606.ENSP00000364864,9606.ENSP00000390436,1
9606.ENSP00000261714,9606.ENSP00000397598,1
9606.ENSP00000260270,9606.ENSP00000261435,1
9606.ENSP00000219066,9606.ENSP00000234420,1
9606.ENSP00000363985,9606.ENSP00000363972,1
9606.ENSP00000341885,9606.ENSP00000437256,1
9606.ENSP00000352264,9606.ENSP00000358033,1
9606.ENSP00000414398,9606.ENSP00000317334,1
9606.ENSP00000349748,9606.ENSP00000340278,1
9606.ENSP00000260356,9606.ENSP00000266718,1
9606.ENSP00000303231,9606.ENSP00000343957,1
9606.ENSP00000375632,9606.ENSP00000362105,1
9606.ENSP00000361446,9606.ENSP00000317376,1
9606.ENSP00000490796,9606.ENSP00000302843,1
9606.ENSP00000325562,9606.ENSP00000418438,1
9606.ENSP00000249299,9606.ENSP00000466718,1
9606.ENSP00000488912,9606.ENSP00000269503,1
9606.ENSP00000470560,9606.ENSP00000360327,1
9606.ENSP00000379181,9606.ENSP00000413520,1
9606.ENSP00000296411,9606.ENSP00000423399,1
9606.ENSP00000259075,9606.ENSP00000251642,1
9606.ENSP00000368450,9606.ENSP00000263341,1
9606.ENSP00000262794,9606.ENSP00000255324,1
9606.ENSP00000370343,9606.ENSP00000216797,1
9606.ENSP00000323046,9606.ENSP00000199320,1
9606.ENSP00000355718,9606.ENSP00000441543,1
9606.ENSP00000380336,9606.ENSP00000310448,1
9606.ENSP00000273261,9606.ENSP00000261038,1
9606.ENSP00000434552,9606.ENSP00000451300,1
9606.ENSP00000445626,9606.ENSP00000362760,1
9606.ENSP00000364699,9606.ENSP00000261643,1
9606.ENSP00000482609,9606.ENSP00000333664,1
9606.ENSP00000363787,9606.ENSP00000218348,1
9606.ENSP00000217026,9606.ENSP00000305480,1
9606.ENSP00000441543,9606.ENSP00000336701,1
9606.ENSP00000470142,9606.ENSP00000373715,1
9606.ENSP00000387123,9606.ENSP00000360268,1
9606.ENSP00000460348,9606.ENSP00000441543,1
9606.ENSP00000385494,9606.ENSP00000415030,1
9606.ENSP00000245539,9606.ENSP00000318821,1
9606.ENSP00000386559,9606.ENSP00000309124,1
9606.ENSP00000282185,9606.ENSP00000353010,1
9606.ENSP00000259075,9606.ENSP00000368538,1
9606.ENSP00000301364,9606.ENSP00000411010,1
9606.ENSP00000430282,9606.ENSP00000354558,1
9606.ENSP00000247815,9606.ENSP00000309572,1
9606.ENSP00000359339,9606.ENSP00000320869,1
9606.ENSP00000313034,9606.ENSP00000222286,1
9606.ENSP00000414398,9606.ENSP00000158771,1
9606.ENSP00000376272,9606.ENSP00000305480,1
9606.ENSP00000276533,9606.ENSP00000223129,1
9606.ENSP00000344314,9606.ENSP00000298832,1
9606.ENSP00000335062,9606.ENSP00000355361,1
9606.ENSP00000316578,9606.ENSP00000489236,1
9606.ENSP00000218388,9606.ENSP00000348308,1
9606.ENSP00000263694,9606.ENSP00000267812,1
9606.ENSP00000339795,9606.ENSP00000254605,1
9606.ENSP00000320563,9606.ENSP00000371800,1
9606.ENSP00000254940,9606.ENSP00000311430,1
9606.ENSP00000265970,9606.ENSP00000360431,1
9606.ENSP00000205402,9606.ENSP00000338703,1
9606.ENSP00000355958,9606.ENSP00000377536,1
9606.ENSP00000310405,9606.ENSP00000353731,1
9606.ENSP00000355623,9606.ENSP00000297689,1
9606.ENSP00000340648,9606.ENSP00000481029,1
9606.ENSP00000219548,9606.ENSP00000424827,1
9606.ENSP00000263209,9606.ENSP00000363944,1
9606.ENSP00000357858,9606.ENSP00000261427,1
9606.ENSP00000354125,9606.ENSP00000379888,1
9606.ENSP00000257570,9606.ENSP00000259469,1
9606.ENSP00000309572,9606.ENSP00000246868,1
9606.ENSP00000321498,9606.ENSP00000421405,1
9606.ENSP00000264380,9606.ENSP00000284981,1
9606.ENSP00000384302,9606.ENSP00000308179,1
9606.ENSP00000242351,9606.ENSP00000228251,1
9606.ENSP00000240185,9606.ENSP00000252102,1
9606.ENSP00000263377,9606.ENSP00000489236,1
9606.ENSP00000463058,9606.ENSP00000342262,1
9606.ENSP00000434034,9606.ENSP00000220812,1
9606.ENSP00000413436,9606.ENSP00000470972,1
9606.ENSP00000359571,9606.ENSP00000481697,1
9606.ENSP00000358857,9606.ENSP00000388337,1
9606.ENSP00000364204,9606.ENSP00000257548,1
9606.ENSP00000302886,9606.ENSP00000472985,1
9606.ENSP00000328111,9606.ENSP00000262947,1
9606.ENSP00000351777,9606.ENSP00000375632,1
9606.ENSP00000354850,9606.ENSP00000357622,1
9606.ENSP00000369461,9606.ENSP00000225969,1
9606.ENSP00000354952,9606.ENSP00000364898,1
9606.ENSP00000362401,9606.ENSP00000231454,1
9606.ENSP00000219240,9606.ENSP00000361446,1
9606.ENSP00000323099,9606.ENSP00000370337,1
9606.ENSP00000417559,9606.ENSP00000314441,1
9606.ENSP00000230050,9606.ENSP00000308897,1
9606.ENSP00000399718,9606.ENSP00000358854,1
9606.ENSP00000360522,9606.ENSP00000265983,1
9606.ENSP00000265350,9606.ENSP00000299424,1
9606.ENSP00000379258,9606.ENSP00000264664,1
9606.ENSP00000429633,9606.ENSP00000375632,1
9606.ENSP00000485512,9606.ENSP00000376609,1
9606.ENSP00000309572,9606.ENSP00000312987,1
9606.ENSP00000261921,9606.ENSP00000311905,1
9606.ENSP00000417602,9606.ENSP00000252595,1
9606.ENSP00000478766,9606.ENSP00000425759,1
9606.ENSP00000270625,9606.ENSP00000261313,1
9606.ENSP00000452454,9606.ENSP00000265271,1
9606.ENSP00000363149,9606.ENSP00000363135,1
9606.ENSP00000305653,9606.ENSP00000447091,1
9606.ENSP00000463058,9606.ENSP00000268482,1
9606.ENSP00000280701,9606.ENSP00000217455,1
9606.ENSP00000463393,9606.ENSP00000343405,1
9606.ENSP00000215375,9606.ENSP00000301587,1
9606.ENSP00000318646,9606.ENSP00000294189,1
9606.ENSP00000482753,9606.ENSP00000295900,1
9606.ENSP00000335074,9606.ENSP00000264218,1
9606.ENSP00000324628,9606.ENSP00000266025,1
9606.ENSP00000243344,9606.ENSP00000349458,1
9606.ENSP00000353769,9606.ENSP00000367938,1
9606.ENSP00000315768,9606.ENSP00000354822,1
9606.ENSP00000335321,9606.ENSP00000346986,1
9606.ENSP00000262507,9606.ENSP00000416515,1
9606.ENSP00000262305,9606.ENSP00000429900,1
9606.ENSP00000269703,9606.ENSP00000265896,1
9606.ENSP00000418401,9606.ENSP00000296255,1
9606.ENSP00000417401,9606.ENSP00000287936,1
9606.ENSP00000296684,9606.ENSP00000331640,1
9606.ENSP00000430684,9606.ENSP00000365042,1
9606.ENSP00000451162,9606.ENSP00000263468,1
9606.ENSP00000241502,9606.ENSP00000261396,1
9606.ENSP00000355718,9606.ENSP00000434552,1
9606.ENSP00000307134,9606.ENSP00000027335,1
9606.ENSP00000481893,9606.ENSP00000401946,1
9606.ENSP00000401470,9606.ENSP00000470972,1
9606.ENSP00000376272,9606.ENSP00000343526,1
9606.ENSP00000370989,9606.ENSP00000377284,1
9606.ENSP00000270625,9606.ENSP00000321449,1
9606.ENSP00000480703,9606.ENSP00000492745,1
9606.ENSP00000360526,9606.ENSP00000242848,1
9606.ENSP00000331849,9606.ENSP00000423399,1
9606.ENSP00000485582,9606.ENSP00000363397,1
9606.ENSP00000319918,9606.ENSP00000333697,1
9606.ENSP00000424417,9606.ENSP00000260210,1
9606.ENSP00000432660,9606.ENSP00000268182,1
9606.ENSP00000423822,9606.ENSP00000442920,1
9606.ENSP00000369857,9606.ENSP00000421926,1
9606.ENSP00000370408,9606.ENSP00000291009,1
9606.ENSP00000313171,9606.ENSP00000370653,1
9606.ENSP00000310721,9606.ENSP00000254521,1
9606.ENSP00000260443,9606.ENSP00000305702,1
9606.ENSP00000281513,9606.ENSP00000496229,1
9606.ENSP00000297439,9606.ENSP00000319126,1
9606.ENSP00000216180,9606.ENSP00000447149,1
9606.ENSP00000216446,9606.ENSP00000046794,1
9606.ENSP00000340279,9606.ENSP00000295872,1
9606.ENSP00000430493,9606.ENSP00000497641,1
9606.ENSP00000357393,9606.ENSP00000294728,1
9606.ENSP00000458663,9606.ENSP00000262177,1
9606.ENSP00000331944,9606.ENSP00000217456,1
9606.ENSP00000317123,9606.ENSP00000346634,1
9606.ENSP00000445162,9606.ENSP00000301764,1
9606.ENSP00000432816,9606.ENSP00000371711,1
9606.ENSP00000322396,9606.ENSP00000263377,1
9606.ENSP00000265421,9606.ENSP00000263274,1
9606.ENSP00000270586,9606.ENSP00000379258,1
9606.ENSP00000365402,9606.ENSP00000358501,1
9606.ENSP00000496597,9606.ENSP00000308610,1
9606.ENSP00000325827,9606.ENSP00000415034,1
9606.ENSP00000441543,9606.ENSP00000421926,1
9606.ENSP00000260947,9606.ENSP00000473623,1
9606.ENSP00000240316,9606.ENSP00000352257,1
9606.ENSP00000343405,9606.ENSP00000380921,1
9606.ENSP00000392025,9606.ENSP00000306245,1
9606.ENSP00000274520,9606.ENSP00000370343,1
9606.ENSP00000363787,9606.ENSP00000273480,1
9606.ENSP00000301764,9606.ENSP00000273480,1
9606.ENSP00000359240,9606.ENSP00000361021,1
9606.ENSP00000229134,9606.ENSP00000327025,1
9606.ENSP00000380432,9606.ENSP00000253801,1
9606.ENSP00000333919,9606.ENSP00000085219,1
9606.ENSP00000460964,9606.ENSP00000351642,1
9606.ENSP00000401980,9606.ENSP00000444357,1
9606.ENSP00000417764,9606.ENSP00000350949,1
9606.ENSP00000225298,9606.ENSP00000380982,1
9606.ENSP00000332340,9606.ENSP00000417806,1
9606.ENSP00000367208,9606.ENSP00000262719,1
9606.ENSP00000279242,9606.ENSP00000390647,1
9606.ENSP00000349205,9606.ENSP00000369810,1
9606.ENSP00000322439,9606.ENSP00000245206,1
9606.ENSP00000442699,9606.ENSP00000326261,1
9606.ENSP00000263383,9606.ENSP00000322991,1
9606.ENSP00000254940,9606.ENSP00000263857,1
9606.ENSP00000297107,9606.ENSP00000485659,1
9606.ENSP00000356438,9606.ENSP00000257290,1
9606.ENSP00000367942,9606.ENSP00000482546,1
9606.ENSP00000382241,9606.ENSP00000436049,1
9606.ENSP00000352021,9606.ENSP00000317376,1
9606.ENSP00000321345,9606.ENSP00000470788,1
9606.ENSP00000268717,9606.ENSP00000358474,1
9606.ENSP00000259569,9606.ENSP00000283195,1
9606.ENSP00000219252,9606.ENSP00000288937,1
9606.ENSP00000284818,9606.ENSP00000264246,1
9606.ENSP00000359976,9606.ENSP00000040663,1
9606.ENSP00000335321,9606.ENSP00000478303,1
9606.ENSP00000377640,9606.ENSP00000307889,1
9606.ENSP00000310623,9606.ENSP00000497587,1
9606.ENSP00000300151,9606.ENSP00000256404,1
9606.ENSP00000300060,9606.ENSP00000360216,1
9606.ENSP00000238789,9606.ENSP00000347602,1
9606.ENSP00000401018,9606.ENSP00000472445,1
9606.ENSP00000250448,9606.ENSP00000368612,1
9606.ENSP00000285667,9606.ENSP00000497413,1
9606.ENSP00000264711,9606.ENSP00000394390,1
9606.ENSP00000258975,9606.ENSP00000354982,1
9606.ENSP00000357470,9606.ENSP00000319635,1
9606.ENSP00000265967,9606.ENSP00000379601,1
9606.ENSP00000311280,9606.ENSP00000268058,1
9606.ENSP00000372221,9606.ENSP00000391747,1
9606.ENSP00000346015,9606.ENSP00000346001,1
9606.ENSP00000354091,9606.ENSP00000225298,1
9606.ENSP00000360181,9606.ENSP00000335062,1
9606.ENSP00000372313,9606.ENSP00000361004,1
9606.ENSP00000263168,9606.ENSP00000432660,1
9606.ENSP00000298292,9606.ENSP00000332592,1
9606.ENSP00000384369,9606.ENSP00000382250,1
9606.ENSP00000276533,9606.ENSP00000265728,1
9606.ENSP00000339004,9606.ENSP00000270722,1
9606.ENSP00000333919,9606.ENSP00000406970,1
9606.ENSP00000299727,9606.ENSP00000333735,1
9606.ENSP00000343867,9606.ENSP00000303584,1
9606.ENSP00000220562,9606.ENSP00000246957,1
9606.ENSP00000379042,9606.ENSP00000233057,1
9606.ENSP00000423399,9606.ENSP00000215565,1
9606.ENSP00000371307,9606.ENSP00000215904,1
9606.ENSP00000311429,9606.ENSP00000350447,1
9606.ENSP00000329715,9606.ENSP00000496250,1
9606.ENSP00000383949,9606.ENSP00000362744,1
9606.ENSP00000246868,9606.ENSP00000451818,1
9606.ENSP00000407323,9606.ENSP00000327179,1
9606.ENSP00000327251,9606.ENSP00000216797,1
9606.ENSP00000257868,9606.ENSP00000412237,1
9606.ENSP00000359859,9606.ENSP00000419740,1
9606.ENSP00000420477,9606.ENSP00000375730,1
9606.ENSP00000419087,9606.ENSP00000418438,1
9606.ENSP00000223095,9606.ENSP00000378431,1
9606.ENSP00000370343,9606.ENSP00000281834,1
9606.ENSP00000353793,9606.ENSP00000351185,1
9606.ENSP00000360310,9606.ENSP00000262715,1
9606.ENSP00000373404,9606.ENSP00000423399,1
9606.ENSP00000298743,9606.ENSP00000256637,1
9606.ENSP00000340684,9606.ENSP00000340328,1
9606.ENSP00000359688,9606.ENSP00000369757,1
9606.ENSP00000314193,9606.ENSP00000476117,1
9606.ENSP00000362153,9606.ENSP00000369162,1
9606.ENSP00000352904,9606.ENSP00000299601,1
9606.ENSP00000370023,9606.ENSP00000231887,1
9606.ENSP00000268057,9606.ENSP00000254325,1
9606.ENSP00000216036,9606.ENSP00000312706,1
9606.ENSP00000387219,9606.ENSP00000377446,1
9606.ENSP00000417602,9606.ENSP00000359297,1
9606.ENSP00000322180,9606.ENSP00000355958,1
9606.ENSP00000318646,9606.ENSP00000434056,1
9606.ENSP00000376337,9606.ENSP00000376349,1
9606.ENSP00000265748,9606.ENSP00000380921,1
9606.ENSP00000356426,9606.ENSP00000356981,1
9606.ENSP00000307567,9606.ENSP00000300651,1
9606.ENSP00000362413,9606.ENSP00000275603,1
9606.ENSP00000354478,9606.ENSP00000287641,1
9606.ENSP00000355958,9606.ENSP00000394331,1
9606.ENSP00000243578,9606.ENSP00000265602,1
9606.ENSP00000287482,9606.ENSP00000317144,1
9606.ENSP00000370625,9606.ENSP00000374280,1
9606.ENSP00000347495,9606.ENSP00000256854,1
9606.ENSP00000418803,9606.ENSP00000368528,1
9606.ENSP00000351813,9606.ENSP00000359375,1
9606.ENSP00000320866,9606.ENSP00000349437,1
9606.ENSP00000303942,9606.ENSP00000296585,1
9606.ENSP00000411355,9606.ENSP00000203629,1
9606.ENSP00000252804,9606.ENSP00000264246,1
9606.ENSP00000295666,9606.ENSP00000312126,1
9606.ENSP00000293760,9606.ENSP00000320885,1
9606.ENSP00000371798,9606.ENSP00000322170,1
9606.ENSP00000454021,9606.ENSP00000480514,1
9606.ENSP00000327070,9606.ENSP00000262193,1
9606.ENSP00000496870,9606.ENSP00000460236,1
9606.ENSP00000305651,9606.ENSP00000296435,1
9606.ENSP00000347486,9606.ENSP00000364864,1
9606.ENSP00000156084,9606.ENSP00000362179,1
9606.ENSP00000358857,9606.ENSP00000227474,1
9606.ENSP00000398832,9606.ENSP00000261837,1
9606.ENSP00000323302,9606.ENSP00000303058,1
9606.ENSP00000305480,9606.ENSP00000260810,1
9606.ENSP00000305442,9606.ENSP00000416097,1
9606.ENSP00000357823,9606.ENSP00000315397,1
9606.ENSP00000085219,9606.ENSP00000412237,1
9606.ENSP00000263734,9606.ENSP00000242728,1
9606.ENSP00000493515,9606.ENSP00000328698,1
9606.ENSP00000455785,9606.ENSP00000364886,1
9606.ENSP00000340019,9606.ENSP00000479256,1
9606.ENSP00000425261,9606.ENSP00000307786,1
9606.ENSP00000359818,9606.ENSP00000279147,1
9606.ENSP00000225474,9606.ENSP00000466090,1
9606.ENSP00000315644,9606.ENSP00000322524,1
9606.ENSP00000380241,9606.ENSP00000500891,1
9606.ENSP00000221114,9606.ENSP00000404190,1
9606.ENSP00000228434,9606.ENSP00000433277,1
9606.ENSP00000228434,9606.ENSP00000387211,1
9606.ENSP00000222247,9606.ENSP00000364037,1
9606.ENSP00000451261,9606.ENSP00000480150,1
9606.ENSP00000221452,9606.ENSP00000223795,1
9606.ENSP00000346577,9606.ENSP00000301825,1
9606.ENSP00000223095,9606.ENSP00000011653,1
9606.ENSP00000294179,9606.ENSP00000263168,1
9606.ENSP00000358474,9606.ENSP00000421926,1
9606.ENSP00000261712,9606.ENSP00000451300,1
9606.ENSP00000014930,9606.ENSP00000284981,1
9606.ENSP00000296545,9606.ENSP00000342156,1
